comentario,categoria,etiqueta_estimada,etiqueta_real,confianza
o sea pero por qué todo lo quieren hacer el mero día del mundial ay no dios mío con esta gente deje en el mundial en paz déjenos disfrutar el fútbol déjenos disfrutar algo que nos gusta,seguridad,3,,0.37250927090644836
ahhh o sea que si pueden fortalecer la seguridad pero no quieren,seguridad,2,,0.576219916343689
y solo para el mundial,seguridad,3,,0.43399128317832947
sigan votando por morena mexico no importa el mundial si,seguridad,1,,0.9167054891586304
falta cumplirle a los campesinos si no van a cancelar el mundial,seguridad,1,,0.8000068068504333
es que no lo entenderías son cosas diferentes,seguridad,2,,0.42286354303359985
a mí me contestaron muchos que ellos si quieren mundial es decepcionante,seguridad,2,,0.4809533655643463
pueden proteger a todos menos a los mexicanos,seguridad,1,,0.5852642059326172
esto deberían de hacer todos los días sin mundial para proteger a su país,seguridad,1,,0.8525381684303284
se necesitan al menos 9 palabras una coma y un punto para que tu comentario cuente así que copia y pega,seguridad,2,,0.4540615975856781
que impotencia me entristece,seguridad,1,,0.6666135787963867
a quien le importa el mundial ahorita,seguridad,3,,0.4110521376132965
difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,seguridad,4,,0.296599805355072
dios nos bendiga,seguridad,3,,0.5426656007766724
manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,seguridad,1,,0.6663094758987427
que triste me entristece mucho,seguridad,2,,0.6068993806838989
osea que si hay seguridad pero no para el mexicano,seguridad,2,,0.4213404059410095
el gobierno protegiendo el mundial a toda costa pero no a los propios mexicanos me da risa,seguridad,1,,0.5951846241950989
interactuando,seguridad,4,,0.44236835837364197
no necesitamos un mundial necesitamos justicia y seguridad,seguridad,1,,0.9552184343338013
méxico no necesita un mundial necesitamos un mejor país,seguridad,1,,0.7017773389816284
deberia existir una plataforma de fácil acceso que diera nombre del desaparecido y estatus oficial emitido por el organismo que atiende este delito,seguridad,1,,0.9383548498153687
sugar coffee gaby s gf valex beatrice manguito me da risa ifusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,seguridad,1,,0.3541834354400635
asi nos deberían de proteger a todos los mexicanos que vistamos a nuestro país,seguridad,1,,0.5211767554283142
solo por el mundial los demás días los mexicanos pueden buscar su propia seguridad y aún así hay gente que piensa que la 4t es lo mejor,seguridad,2,,0.3726670444011688
que lo quiten que lo quiten,seguridad,2,,0.45029985904693604
proteger a los extranjeros proteger a los mexicanos,seguridad,1,,0.7904980778694153
hay que reforzar esas pegas los días de mundial,seguridad,2,,0.5283030271530151
bueno y ahora con la guerra de eeuu vs iran apoco no hay miedo en ir a ver el mundial ahi tambien,seguridad,5,,0.3158618211746216
todo sea por los extranjeros y que a los mexicanos nos cargue la chingasa,seguridad,2,,0.3720499873161316
aun asi mexico no es seguro mundial cancelado,seguridad,1,,0.9428730010986328
no están solos papás,seguridad,2,,0.527459979057312
no queremos mundial,seguridad,1,,0.9701710343360901
sigan alzando la voz,seguridad,3,,0.5463531017303467
ya cancelen el mundial,seguridad,1,,0.8947885632514954
y porque no hacen eso a diario en méxico osea solo por qué será el mundial,seguridad,1,,0.4830566346645355
me encanta el futbol y espero con ansias que empiece el mundial pero deseo que los mexicanos se hagan muuuy presentes el día de la inauguración afuera del azteca es la oportunidad perfecta para que el mundo sepa lo que vivimos,seguridad,5,,0.6525979042053223
noalmundial me enoja muchisimo,seguridad,2,,0.6136677265167236
dijo el ciego lla beremos si la misma corrumcion esta en la misma ley,seguridad,1,,0.8795719742774963
y por qué no asen un plan para la seguridad de los mexicanos que burla de este gobierno con sus ciudadanos,seguridad,1,,0.920637845993042
0,seguridad,1,,0.764837384223938
estamos con ustedes,seguridad,3,,0.5560182332992554
entnsses los mexicanos no importan k rraros estos goviernos,seguridad,1,,0.7843387722969055
justicia me gusta,seguridad,5,,0.4091688394546509
si que el mundial se suspenda en mexico,seguridad,3,,0.3344869613647461
todavía se pueden hacer escuchar cerrar las vialidades los días que habrá juego en la ciudad tanto para jugadores como en general sería un foco de exposición global para ejercer algo de presión,seguridad,2,,0.5850092768669128
más gusto me dará cuando méxico haga el ridículo en el mundial me encanta el fútbol pero jamás será más importante que situaciones como esta,seguridad,2,,0.465603768825531
mi profundo respeto empatía que puedan dar con sus familiares y puedan dar fin a su pesar,seguridad,5,,0.7059603929519653
osea si hay seguridad pero solo para lo q les conviene,seguridad,2,,0.6018749475479126
y para cuándo él plan para proteger a los mexicanos,seguridad,2,,0.39172759652137756
por qué no hay empatía,seguridad,1,,0.461813360452652
no queremos mundial primero lo primero,seguridad,1,,0.8527488112449646
reforzar la seguridad porque es tu trabajo que el país sea seguro reforzar la seguridad para que no te quiten el mundial que solo beneficia a millonarios,seguridad,1,,0.5917133092880249
lamentable vivimos en un mundo capitalista no todo puede ser bonito y correcto y aun más con la corrupción son cosas que la única forma de corregir es revivir como una sociedad mejor,seguridad,1,,0.9275482296943665
paz primero y luego mundial,seguridad,3,,0.31223538517951965
si el gobierno quisiera combatir a los cárteles si podría hacerlo con este despliegue lo están demostrando lo que pasa es que no quieren combatirlos,seguridad,1,,0.8748221397399902
no queremos mundial queremos justicia,seguridad,1,,0.9877957105636597
hoooorale señor omar y porque no nos hace un plan kukulkan para los mexicanos también porfis me da risa,seguridad,1,,0.5075943470001221
yo voto porque kukulcán se quede después del mundial en jalisco hasta que jalisco sea seguro y libre,seguridad,1,,0.3252834677696228
interacturando,seguridad,3,,0.3970171809196472
pero que gobierno tan descarado no tienen un plan para proteger a su propia gente y si prometen proteger a los extranjeros por dios,seguridad,1,,0.9014042019844055
